,carat,cut,color,clarity,depth,table,x,y,z
30072,0.7,2,6,1.5,63.9,59.0,5.68,5.56,3.59
30073,0.31,5,7,2.5,61.5,56.0,4.36,4.35,2.68
30074,0.9,1,2,3.5,60.9,66.0,6.1,6.12,3.72
30075,2.23,4,1,2.0,62.4,59.0,8.36,8.33,5.21
30076,0.3,5,2,4.0,61.9,57.0,4.31,4.35,2.68
30077,0.71,2,2,3.5,63.1,58.0,5.64,5.71,3.58
30078,0.3,4,3,3.5,62.4,58.0,4.26,4.3,2.67
30079,0.42,5,7,1.5,62.4,57.0,4.78,4.81,2.99
30080,0.41,3,6,2.0,63.1,57.0,4.73,4.71,2.98
30081,1.52,2,4,1.5,63.0,61.0,7.25,7.28,4.58
30082,0.4,3,5,3.5,62.8,56.0,4.69,4.73,2.96
30083,0.5,2,4,2.5,63.2,57.0,4.99,5.04,3.17
30084,1.19,5,5,4.0,61.5,55.0,6.82,6.84,4.2
30085,0.42,5,6,2.5,61.8,57.0,4.81,4.77,2.96
30086,0.71,3,5,2.0,62.3,60.0,5.65,5.68,3.53
30087,0.4,5,7,3.5,61.9,56.0,4.76,4.74,2.94
30088,0.3,4,5,2.5,62.2,58.0,4.28,4.31,2.67
30089,0.55,5,4,2.0,60.9,56.0,5.3,5.32,3.24
30090,1.06,5,3,2.5,61.2,55.0,6.57,6.61,4.03
30091,0.91,2,5,2.0,63.7,58.0,6.17,6.1,3.91
30092,0.51,5,6,2.0,62.5,56.0,5.1,5.07,3.18
30093,0.34,5,7,2.0,60.4,57.0,4.51,4.53,2.73
30094,1.86,3,1,2.5,62.5,55.0,7.81,7.9,4.91
30095,0.74,5,4,1.5,61.7,56.0,5.8,5.87,3.6
30096,0.3,4,6,3.0,61.3,59.0,4.28,4.33,2.64
30097,0.33,5,7,3.0,61.1,57.0,4.46,4.48,2.73
30098,1.07,4,4,2.0,63.0,55.0,6.55,6.47,4.1
30099,1.51,2,3,2.0,61.5,61.0,7.29,7.34,4.5
30100,0.4,4,7,3.5,58.3,59.0,4.9,4.88,2.85
30101,0.23,5,6,3.0,61.9,55.0,3.94,3.98,2.45
30102,0.51,5,7,2.5,61.0,57.0,5.15,5.18,3.15
30103,1.0,2,4,2.0,59.9,58.0,6.44,6.48,3.87
30104,0.4,4,4,3.5,58.9,58.0,4.84,4.8,2.84
30105,0.52,5,6,2.5,61.5,56.0,5.16,5.18,3.18
30106,1.05,4,4,1.5,60.1,60.0,6.58,6.66,3.98
30107,1.22,5,3,2.5,62.0,58.0,6.81,6.86,4.24
30108,0.34,4,7,2.5,62.1,58.0,4.5,4.45,2.78
30109,0.7,4,5,2.0,60.0,60.0,5.62,5.55,3.6
30110,1.01,4,6,2.5,62.9,59.0,6.36,6.3,3.98
30111,0.3,5,4,3.5,62.5,53.8,4.26,4.3,2.68
30112,1.0,4,4,2.5,60.8,58.0,6.44,6.4,3.9
30113,0.41,5,5,5.0,62.3,55.0,4.78,4.82,2.99
30114,0.52,5,5,2.0,61.8,55.0,5.19,5.15,3.2
30115,0.71,4,6,2.0,62.7,56.0,5.71,5.64,3.56
30116,0.71,5,3,1.5,62.6,56.0,5.75,5.69,3.58
30117,1.09,2,5,1.5,60.3,61.0,6.64,6.69,4.02
30118,0.72,3,7,3.0,62.7,58.0,5.65,5.68,3.55
30119,0.51,5,2,3.5,62.5,54.3,5.09,5.12,3.19
30120,0.7,4,5,2.0,60.8,58.0,5.78,5.74,3.5
30121,0.7,5,3,2.0,60.6,57.0,5.73,5.78,3.49
30122,1.05,5,5,2.5,61.6,54.0,6.54,6.58,4.04
30123,1.01,2,3,2.0,62.9,57.0,6.27,6.36,3.97
30124,0.3,4,5,2.5,61.4,60.0,4.29,4.34,2.65
30125,1.2,4,1,2.0,61.5,59.0,6.84,6.81,4.2
30126,0.34,5,7,3.5,61.2,56.0,4.5,4.52,2.76
30127,0.3,4,4,2.5,61.8,60.0,4.29,4.25,2.64
30128,0.78,5,6,2.5,62.0,55.0,5.89,5.95,3.67
30129,0.36,4,3,3.0,60.5,59.0,4.63,4.6,2.79
30130,1.1,4,5,1.5,62.6,57.0,6.6,6.56,4.12
30131,0.46,3,6,3.0,60.3,59.2,4.96,5.02,3.01
30132,1.21,5,1,2.0,61.9,57.0,6.84,6.89,4.25
30133,1.03,4,6,2.5,60.0,59.0,6.54,6.6,3.94
30134,2.0,2,2,2.0,63.0,61.0,7.93,7.97,5.01
30135,0.31,5,5,2.5,62.2,56.0,4.36,4.39,2.72
30136,0.9,3,5,2.5,61.9,57.0,6.17,6.23,3.84
30137,0.7,5,4,3.0,61.7,56.0,5.64,5.71,3.5
30138,1.12,5,5,2.5,62.1,56.0,6.63,6.67,4.13
30139,1.07,5,3,2.0,62.1,56.0,6.53,6.58,4.07
30140,2.31,3,2,2.0,62.5,55.0,8.43,8.5,5.29
30141,0.52,4,7,2.0,62.7,58.0,5.2,5.16,3.25
30142,0.38,5,3,2.0,61.2,55.1,4.69,4.73,2.88
30143,0.9,2,6,1.5,61.6,61.0,6.12,6.16,3.78
30144,0.33,5,1,3.0,62.1,55.0,4.44,4.41,2.75
30145,0.53,5,4,3.5,61.7,54.5,5.2,5.26,3.23
30146,0.75,3,6,2.0,63.1,56.0,5.78,5.7,3.62
30147,0.37,5,5,2.5,61.4,56.0,4.63,4.59,2.83
30148,0.5,3,6,3.5,61.5,59.0,5.08,5.1,3.13
30149,0.56,3,5,2.0,60.0,57.0,5.41,5.38,3.24
30150,1.0,2,6,2.0,63.2,57.0,6.36,6.39,4.03
30151,0.8,2,3,2.5,63.4,60.0,5.92,5.82,3.72
30152,0.38,4,7,2.5,60.8,58.0,4.73,4.68,2.86
30153,1.52,5,5,2.0,62.3,55.1,7.29,7.39,4.58
30154,1.01,4,4,3.0,62.3,59.0,6.38,6.42,3.99
30155,0.3,5,3,5.0,62.1,55.0,4.27,4.3,2.66
30156,0.71,1,2,3.0,64.5,56.0,5.61,5.56,3.6
30157,1.06,3,5,2.0,63.4,58.0,6.51,6.42,4.1
30158,0.31,3,4,1.5,63.2,55.0,4.33,4.31,2.73
30159,1.54,4,3,2.5,61.9,59.0,7.33,7.31,4.53
30160,0.7,3,6,3.0,62.2,57.0,5.63,5.68,3.52
30161,0.32,2,5,2.5,63.6,57.0,4.34,4.37,2.77
30162,0.7,4,5,3.5,62.6,59.0,5.66,5.62,3.53
30163,0.36,5,1,2.5,61.5,55.0,4.6,4.63,2.84
30164,0.5,3,7,2.5,61.2,55.0,5.07,5.12,3.12
30165,0.33,3,3,3.5,61.8,57.0,4.43,4.46,2.74
30166,1.13,4,3,2.0,60.1,60.0,6.77,6.73,4.06
30167,0.3,2,4,3.0,63.8,55.0,4.25,4.28,2.72
30168,0.72,3,4,1.5,60.6,57.0,5.79,5.86,3.53
30169,0.76,5,3,2.5,62.7,57.0,5.82,5.86,3.66
30170,1.02,3,3,2.0,63.5,55.0,6.31,6.35,4.02
30171,0.34,4,4,2.5,61.1,60.0,4.51,4.53,2.76
30172,0.32,5,7,2.5,61.7,54.0,4.38,4.43,2.72
30173,0.52,3,4,2.0,61.7,57.0,5.13,5.16,3.17
30174,0.33,5,2,3.5,61.0,56.0,4.48,4.51,2.74
30175,0.3,2,7,1.5,60.8,65.0,4.29,4.26,2.6
30176,0.33,3,2,4.0,62.5,61.0,4.38,4.42,2.75
30177,0.35,5,5,2.5,61.5,57.0,4.56,4.52,2.79
30178,1.01,4,5,2.5,61.7,58.0,6.48,6.42,3.98
30179,0.32,4,1,2.0,63.0,58.0,4.35,4.32,2.73
30180,0.31,5,4,5.0,61.4,56.0,4.38,4.41,2.7
30181,1.76,5,2,3.0,62.0,57.0,7.71,7.74,4.79
30182,0.4,2,6,1.5,63.9,57.0,4.71,4.65,2.99
30183,0.83,4,4,2.0,61.6,59.0,6.02,5.99,3.7
30184,1.05,4,3,2.0,62.5,57.0,6.52,6.45,4.05
30185,0.9,5,4,2.0,62.4,55.0,6.19,6.15,3.85
30186,0.31,5,2,5.0,62.2,54.0,4.36,4.39,2.72
30187,0.31,1,4,3.0,64.6,55.0,4.31,4.26,2.77
30188,0.51,5,4,3.0,61.9,56.0,5.12,5.16,3.18
30189,0.3,5,6,2.0,62.1,56.0,4.31,4.36,2.69
30190,0.51,5,7,2.5,60.5,56.0,5.2,5.21,3.15
30191,0.52,3,7,2.5,62.9,59.0,5.11,5.13,3.22
30192,0.41,5,6,3.5,61.9,56.0,4.78,4.75,2.95
30193,1.21,3,3,2.5,62.9,57.0,6.75,6.8,4.26
30194,0.32,5,3,4.0,61.9,55.0,4.37,4.38,2.71
30195,1.25,2,5,1.5,59.0,61.0,7.01,7.06,4.15
30196,0.3,5,2,2.5,61.6,57.0,4.28,4.33,2.65
30197,1.3,4,2,3.0,62.2,59.0,6.91,6.97,4.32
30198,0.31,5,5,3.0,60.6,56.0,4.42,4.39,2.67
30199,0.33,5,3,2.5,60.6,56.0,4.51,4.54,2.74
30200,1.14,4,3,2.0,62.1,59.0,6.73,6.61,4.14
30201,1.01,5,4,2.0,62.9,56.0,6.39,6.43,4.03
30202,0.42,4,5,4.0,60.5,58.0,4.84,4.81,2.92
30203,0.7,2,5,2.5,63.8,60.0,5.61,5.52,3.55
30204,1.41,3,3,2.0,62.9,57.0,7.04,7.08,4.44
30205,1.13,4,4,2.5,62.7,57.0,6.67,6.61,4.16
30206,1.25,5,2,3.0,61.6,56.0,6.91,6.95,4.27
30207,1.01,4,7,1.5,62.6,60.0,6.4,6.37,4.0
30208,0.54,5,4,5.0,61.5,56.0,5.28,5.25,3.24
30209,1.11,5,2,2.0,61.7,57.0,6.61,6.64,4.09
30210,1.51,4,4,3.0,63.0,59.0,7.24,7.19,4.55
30211,0.46,5,6,3.5,62.6,55.0,4.92,4.95,3.09
30212,0.31,5,3,4.0,61.6,57.0,4.32,4.35,2.67
30213,0.41,5,4,1.5,61.5,55.0,4.76,4.8,2.94
30214,0.38,5,4,2.5,62.1,54.5,4.64,4.69,2.9
30215,2.06,4,2,1.5,61.0,61.0,8.18,8.1,5.02
30216,0.3,5,6,2.5,62.4,57.0,4.33,4.29,2.69
30217,0.71,3,7,2.5,59.7,55.0,5.85,5.88,3.5
30218,1.01,2,6,2.5,63.7,56.0,6.27,6.29,4.0
30219,0.51,2,5,3.5,60.2,62.0,5.16,5.21,3.12
30220,0.34,4,6,2.0,61.9,59.0,4.44,4.48,2.76
30221,0.9,2,4,1.0,63.6,61.0,6.07,6.03,3.85
30222,2.13,5,1,2.5,62.1,55.0,8.23,8.29,5.13
30223,0.33,3,2,3.5,61.6,57.0,4.43,4.45,2.73
30224,1.54,4,7,2.5,59.3,59.0,7.54,7.61,4.49
30225,0.51,5,6,2.5,62.5,55.0,5.13,5.08,3.19
30226,1.24,5,3,2.0,62.3,54.0,6.88,6.9,4.29
30227,0.38,5,7,1.5,61.1,56.0,4.65,4.71,2.86
30228,1.29,5,1,3.0,62.0,57.0,6.92,6.98,4.31
30229,1.09,5,3,2.0,62.3,55.0,6.58,6.62,4.11
30230,1.04,3,2,2.0,63.2,54.0,6.49,6.42,4.08
30231,0.58,5,6,1.5,62.7,56.0,5.29,5.34,3.33
30232,0.26,2,6,4.0,59.4,61.0,4.13,4.15,2.46
30233,0.34,3,6,2.5,58.8,59.0,4.56,4.59,2.69
30234,2.16,4,2,2.0,58.5,60.0,8.54,8.49,4.98
30235,0.5,3,5,3.5,61.0,61.0,5.09,5.11,3.11
30236,0.5,5,4,4.0,61.8,54.0,5.13,5.16,3.18
30237,0.35,5,6,4.0,62.0,56.0,4.58,4.51,2.82
30238,1.12,5,2,2.0,62.0,56.0,6.69,6.64,4.13
30239,0.92,2,7,1.5,57.8,63.0,6.36,6.4,3.69
30240,2.5,4,3,1.0,59.9,60.0,8.75,8.67,5.22
30241,0.38,5,3,3.5,62.1,54.0,4.62,4.66,2.88
30242,1.03,1,4,1.5,65.7,59.0,6.3,6.24,4.12
30243,0.76,4,6,2.0,58.3,62.0,6.12,5.95,3.52
30244,3.01,2,2,1.5,63.9,60.0,9.06,9.01,5.77
30245,1.66,4,6,1.5,62.6,58.0,7.53,7.48,4.7
30246,0.31,5,6,2.0,62.7,57.0,4.32,4.29,2.7
30247,0.32,5,6,2.5,62.3,57.0,4.41,4.42,2.75
30248,0.4,5,6,4.0,60.8,57.0,4.79,4.82,2.92
30249,0.9,3,2,4.0,61.3,59.0,6.17,6.2,3.79
30250,0.4,5,4,1.5,62.0,56.0,4.73,4.76,2.94
30251,0.31,5,4,4.0,62.5,57.0,4.36,4.31,2.71
30252,1.05,5,5,3.5,62.1,54.0,6.55,6.52,4.06
30253,1.0,5,4,2.5,62.3,56.0,6.43,6.32,3.97
30254,0.3,5,5,2.5,62.5,53.3,4.28,4.31,2.69
30255,0.43,4,5,2.0,62.5,56.0,4.85,4.82,3.02
30256,0.31,5,7,2.5,61.8,55.0,4.33,4.37,2.69
30257,1.5,4,7,1.5,62.6,59.0,7.2,7.23,4.52
30258,0.32,5,2,1.5,61.0,56.0,4.43,4.45,2.71
30259,1.53,4,3,1.5,62.5,59.0,7.4,7.36,4.61
30260,2.01,3,2,2.0,62.8,60.0,7.99,8.04,5.03
30261,0.56,5,7,2.5,61.9,57.0,5.3,5.26,3.27
30262,0.74,2,4,2.0,64.2,59.0,5.69,5.62,3.63
30263,0.31,4,7,3.5,61.7,58.0,4.39,4.33,2.69
30264,0.7,3,7,3.0,60.3,58.0,5.76,5.79,3.48
30265,0.77,1,3,3.0,64.6,56.4,5.78,5.84,3.75
30266,0.43,5,2,4.0,61.6,54.0,4.88,4.92,3.02
30267,1.01,2,4,1.5,64.0,59.0,6.34,6.31,4.05
30268,1.73,4,3,2.0,62.4,58.0,7.64,7.61,4.76
30269,0.7,5,4,2.5,61.6,57.0,5.7,5.73,3.53
30270,1.03,5,3,1.5,62.4,57.0,6.43,6.36,4.0
30271,1.04,4,6,4.0,60.9,58.0,6.53,6.61,4.0
30272,0.54,3,7,2.0,62.9,57.0,5.17,5.22,3.27
30273,1.5,3,5,5.0,63.2,58.0,7.2,7.32,4.59
30274,1.02,1,1,2.0,66.8,55.0,6.25,6.18,4.15
30275,0.4,3,3,3.0,61.3,59.0,4.79,4.74,2.92
30276,2.01,3,2,2.0,60.3,59.0,8.14,8.21,4.93
30277,1.01,2,2,3.0,59.0,63.5,6.5,6.57,3.86
30278,0.55,4,6,2.5,61.1,58.0,5.28,5.3,3.23
30279,0.4,2,4,1.5,63.4,59.0,4.64,4.66,2.95
30280,0.3,2,6,3.5,61.1,61.0,4.32,4.36,2.65
30281,0.36,5,7,3.0,61.8,55.0,4.54,4.58,2.82
30282,0.32,5,6,3.5,61.5,55.0,4.41,4.44,2.72
30283,0.41,4,6,2.5,61.3,58.0,4.74,4.79,2.92
30284,0.75,4,7,2.0,62.8,60.0,5.78,5.74,3.62
30285,0.56,3,5,2.0,63.2,56.0,5.29,5.24,3.33
30286,1.67,5,3,2.5,62.6,56.0,7.55,7.57,4.73
30287,0.9,2,3,2.0,60.5,64.0,6.18,6.11,3.72
30288,0.52,5,3,3.0,61.0,56.0,5.15,5.23,3.17
30289,0.32,5,2,4.0,62.2,53.0,4.42,4.45,2.76
30290,0.41,3,6,3.0,63.2,59.0,4.71,4.75,2.99
30291,1.25,4,3,1.5,60.5,61.0,6.97,6.91,4.2
30292,0.52,5,7,2.5,61.8,55.0,5.19,5.16,3.2
30293,0.58,5,4,2.0,61.5,56.0,5.35,5.38,3.3
30294,1.1,5,2,2.0,60.8,61.0,6.63,6.7,4.05
30295,1.55,5,4,2.0,61.7,57.0,7.4,7.44,4.58
30296,2.32,4,1,1.5,59.0,59.0,8.69,8.64,5.11
30297,0.32,5,6,2.5,62.0,55.0,4.38,4.36,2.71
30298,1.01,4,5,2.0,62.7,54.0,6.42,6.37,4.01
30299,0.75,5,6,2.0,60.8,56.0,5.91,5.89,3.59
30300,0.35,5,7,1.5,61.8,57.0,4.53,4.57,2.81
30301,0.32,5,5,2.5,61.5,55.0,4.42,4.4,2.71
30302,1.0,5,4,2.5,62.1,57.0,6.42,6.37,3.97
30303,0.37,5,3,2.5,62.0,54.0,4.64,4.65,2.88
30304,1.24,3,1,2.0,61.6,60.0,6.89,6.95,4.26
30305,0.5,3,3,4.0,63.5,58.0,5.03,4.98,3.18
30306,1.44,4,3,1.5,62.1,55.0,7.25,7.2,4.49
30307,0.62,4,1,3.5,60.9,58.0,5.5,5.56,3.37
30308,0.54,2,6,2.0,61.5,56.0,5.22,5.26,3.23
30309,0.46,5,1,4.0,62.5,56.0,4.89,4.93,3.07
30310,0.7,5,5,3.0,61.5,55.0,5.73,5.75,3.53
30311,0.32,3,7,2.5,62.5,57.0,4.34,4.39,2.73
30312,1.12,4,6,1.0,61.0,59.0,6.7,6.74,4.1
30313,0.72,5,2,3.5,62.5,56.0,5.71,5.74,3.58
30314,1.06,4,6,2.5,61.3,58.0,6.56,6.52,4.01
30315,0.33,5,6,3.5,61.8,56.0,4.46,4.44,2.75
30316,0.41,3,6,1.5,63.5,55.0,4.73,4.69,2.99
30317,2.01,5,3,3.0,62.9,54.0,8.01,7.96,5.02
30318,0.37,5,5,3.5,60.5,60.0,4.65,4.67,2.82
30319,0.41,4,6,2.0,61.1,62.0,4.83,4.76,2.93
30320,1.01,3,5,2.5,63.3,56.0,6.36,6.34,4.02
30321,0.32,5,4,2.5,62.0,57.0,4.4,4.37,2.72
30322,0.28,3,5,3.5,61.6,56.0,4.2,4.23,2.59
30323,1.51,2,7,1.5,61.5,61.0,7.37,7.42,4.55
30324,0.82,3,4,1.5,62.5,56.0,5.99,6.04,3.76
30325,0.3,5,5,4.0,61.9,56.0,4.29,4.33,2.67
30326,2.02,3,3,2.5,62.7,58.0,7.96,8.01,5.01
30327,1.01,4,7,2.0,61.7,59.0,6.4,6.43,3.96
30328,0.9,4,6,2.5,63.0,58.0,6.16,6.13,3.87
30329,1.53,5,6,2.0,61.0,55.0,7.44,7.49,4.55
30330,0.31,5,5,3.5,61.7,55.0,4.33,4.36,2.68
30331,1.02,5,4,3.0,62.1,58.0,6.4,6.45,3.99
30332,0.9,4,2,2.5,63.0,59.0,6.1,6.06,3.83
30333,0.5,5,4,3.5,60.5,55.0,5.15,5.13,3.11
30334,1.09,4,1,2.0,62.3,59.0,6.55,6.59,4.09
30335,0.9,5,4,1.5,62.5,55.0,6.21,6.15,3.86
30336,0.5,5,1,3.0,61.4,58.0,5.14,5.09,3.15
30337,1.32,3,2,1.5,60.9,59.0,7.02,7.19,4.33
30338,0.44,5,3,4.0,61.1,57.0,4.87,4.92,2.99
30339,0.31,5,3,2.5,62.1,55.0,4.32,4.35,2.69
30340,1.1,3,2,2.0,61.2,61.0,6.61,6.66,4.01
30341,1.23,4,4,2.0,62.5,59.0,6.84,6.77,4.25
30342,0.3,5,7,2.0,62.1,54.0,4.31,4.35,2.69
30343,0.3,4,4,3.5,62.1,59.0,4.27,4.23,2.64
30344,1.27,4,2,1.5,61.4,59.0,6.98,6.94,4.27
30345,0.31,4,6,4.0,61.3,58.0,4.36,4.39,2.68
30346,0.56,5,7,2.5,60.6,56.0,5.37,5.33,3.24
30347,1.23,4,1,3.0,62.7,58.0,6.82,6.79,4.27
30348,1.07,3,4,1.5,63.5,59.0,6.52,6.46,4.12
30349,0.4,5,7,4.0,61.8,55.0,4.72,4.76,2.93
30350,1.17,5,5,4.0,62.1,57.0,6.82,6.73,4.21
30351,0.56,5,6,3.0,61.1,56.0,5.34,5.29,3.25
30352,0.33,5,2,3.5,62.4,56.0,4.41,4.43,2.76
30353,0.3,4,4,5.0,60.2,58.0,4.39,4.35,2.63
30354,0.4,3,4,2.0,63.1,56.0,4.75,4.72,2.99
30355,1.06,3,2,3.0,58.5,58.3,6.66,6.79,3.94
30356,0.38,5,7,3.0,62.3,54.0,4.64,4.7,2.9
30357,0.7,5,6,1.5,61.2,55.0,5.76,5.68,3.5
30358,0.3,5,5,2.5,60.4,56.0,4.37,4.34,2.63
30359,2.15,2,4,1.5,63.8,58.0,8.23,8.08,5.2
30360,0.71,3,5,3.0,62.1,53.0,5.7,5.77,3.56
30361,0.59,4,6,2.0,61.8,60.0,5.33,5.39,3.31
30362,0.3,5,2,2.0,61.5,57.0,4.3,4.35,2.66
30363,0.9,4,6,1.5,61.6,59.0,6.26,6.18,3.83
30364,0.3,4,7,2.0,62.2,58.0,4.28,4.31,2.67
30365,1.51,2,1,2.5,59.5,61.0,7.45,7.62,4.48
30366,0.7,3,4,2.5,62.2,61.0,5.54,5.59,3.46
30367,0.51,3,2,2.0,63.1,56.0,5.14,5.06,3.22
30368,0.61,5,7,2.0,62.0,55.0,5.47,5.44,3.38
30369,1.2,4,4,1.0,60.3,58.0,6.82,6.77,4.1
30370,1.06,5,4,3.5,62.9,56.0,6.6,6.56,4.14
30371,2.0,3,3,2.0,63.3,59.0,8.03,7.96,5.06
30372,0.31,4,4,3.0,62.1,58.0,4.31,4.36,2.69
30373,1.15,3,6,1.5,61.7,60.0,6.7,6.78,4.16
30374,1.01,3,2,2.0,64.4,54.0,6.31,6.4,4.09
30375,1.0,4,7,3.5,58.3,61.0,6.55,6.48,3.8
30376,0.91,3,5,2.0,62.2,57.0,6.19,6.25,3.87
30377,1.16,5,5,3.5,60.5,58.0,6.77,6.85,4.12
30378,0.4,4,5,3.0,61.4,58.0,4.73,4.75,2.91
30379,0.33,4,4,3.5,62.0,59.0,4.46,4.41,2.75
30380,1.0,5,3,2.5,62.4,57.0,6.42,6.36,3.99
30381,0.33,5,6,4.0,61.7,56.0,4.46,4.48,2.76
30382,0.39,3,2,4.0,61.3,58.0,4.74,4.78,2.92
30383,0.9,2,1,2.5,64.1,56.0,6.12,6.08,3.91
30384,0.3,5,4,3.0,59.9,56.0,4.37,4.41,2.63
30385,0.55,2,3,2.0,63.6,55.0,5.23,5.18,3.31
30386,1.0,2,3,1.0,57.6,61.0,6.67,6.6,3.82
30387,0.52,5,3,3.0,62.0,55.0,5.15,5.19,3.2
30388,0.73,4,6,2.5,62.0,57.0,5.86,5.76,3.6
30389,1.13,4,4,2.5,60.1,59.0,6.82,6.75,4.08
30390,0.7,2,5,3.0,64.0,56.0,5.6,5.65,3.6
30391,1.0,3,6,3.0,59.4,56.0,6.53,6.56,3.89
30392,1.07,4,5,2.0,59.6,58.0,6.68,6.72,3.99
30393,0.35,5,6,4.0,60.7,57.0,4.57,4.53,2.76
30394,0.39,4,5,2.5,58.8,59.0,4.83,4.8,2.83
30395,0.57,4,6,2.5,61.4,58.0,5.37,5.32,3.28
30396,1.55,4,2,2.5,61.3,58.0,7.48,7.44,4.57
30397,0.5,1,3,2.5,65.1,59.0,5.02,5.06,3.28
30398,0.52,5,6,1.5,61.8,57.0,5.14,5.18,3.19
30399,1.29,5,4,1.5,61.5,55.0,7.03,6.99,4.31
30400,0.31,4,3,3.0,62.4,58.0,4.32,4.36,2.71
30401,1.22,5,6,3.0,61.8,56.0,6.84,6.88,4.24
30402,0.24,3,6,4.0,62.8,59.0,3.94,3.96,2.48
30403,0.31,5,6,3.0,61.6,56.0,4.38,4.35,2.69
30404,1.01,5,7,3.5,61.1,57.0,6.47,6.49,3.96
30405,0.73,4,6,2.5,62.0,60.0,5.76,5.73,3.56
30406,0.41,5,5,2.0,62.7,57.0,4.74,4.7,2.96
30407,0.7,5,6,3.0,60.5,56.0,5.74,5.79,3.49
30408,1.21,3,4,1.5,59.3,59.0,6.97,7.0,4.14
30409,0.53,5,1,2.5,62.6,53.0,5.21,5.24,3.27
30410,0.29,5,4,4.0,62.8,54.0,4.21,4.24,2.65
30411,0.3,4,5,5.0,61.6,58.0,4.35,4.32,2.67
30412,0.27,3,6,5.0,59.7,56.0,4.26,4.28,2.55
30413,0.62,5,7,2.5,61.2,56.0,5.49,5.52,3.37
30414,1.02,4,3,2.0,61.9,61.0,6.42,6.34,3.95
30415,0.93,2,4,2.0,63.8,58.0,6.09,6.14,3.9
30416,0.33,3,6,2.0,62.7,56.0,4.39,4.45,2.77
30417,0.31,4,3,3.5,61.4,58.0,4.32,4.35,2.66
30418,2.46,5,4,1.5,63.0,56.0,8.6,8.52,5.44
30419,0.42,4,7,2.0,62.1,59.0,4.77,4.79,2.97
30420,0.72,5,4,4.0,62.2,57.0,5.72,5.75,3.57
30421,0.32,3,4,3.0,62.8,58.0,4.34,4.39,2.74
30422,0.31,5,3,3.0,62.4,55.0,4.36,4.33,2.71
30423,1.09,3,3,2.0,62.5,57.0,6.49,6.54,4.07
30424,1.45,4,3,2.5,58.4,59.0,7.44,7.42,4.34
30425,0.32,3,7,5.0,62.0,56.0,4.39,4.43,2.73
30426,0.7,1,7,1.5,67.8,58.0,5.51,5.44,3.71
30427,1.02,3,1,1.5,63.1,58.0,6.38,6.34,4.01
30428,0.7,3,5,1.5,61.2,57.0,5.67,5.74,3.49
30429,0.52,3,6,2.0,62.9,59.0,5.12,5.15,3.23
30430,0.77,5,5,3.0,60.9,58.0,5.91,5.95,3.61
30431,2.01,4,3,2.5,62.8,59.0,8.03,7.97,5.02
30432,1.21,4,4,3.5,59.6,60.0,6.89,6.91,4.11
30433,0.5,5,6,3.5,61.7,55.7,5.09,5.12,3.13
30434,1.74,3,2,2.0,58.7,60.0,7.84,7.9,4.62
30435,0.92,2,7,1.5,63.9,55.0,6.14,6.09,3.91
30436,0.31,4,3,2.0,59.0,57.0,4.44,4.4,2.61
30437,0.41,4,6,3.0,60.7,58.0,4.79,4.83,2.92
30438,0.5,4,6,1.5,60.3,60.0,5.11,5.07,3.07
30439,1.19,5,7,3.5,62.0,57.0,6.76,6.86,4.22
30440,0.8,3,4,3.0,59.5,63.0,6.11,6.05,3.61
30441,0.32,4,6,2.0,61.2,58.0,4.37,4.42,2.69
30442,1.0,4,4,4.0,62.9,53.0,6.39,6.32,4.0
30443,1.55,4,3,2.5,60.7,59.0,7.5,7.46,4.54
30444,0.33,4,4,3.5,61.0,58.0,4.48,4.44,2.72
30445,1.0,4,5,2.5,59.9,60.0,6.11,6.07,3.65
30446,1.01,3,5,1.5,59.5,57.0,6.61,6.66,3.95
30447,0.7,4,2,3.5,62.4,61.0,5.75,5.6,3.54
30448,0.4,5,6,3.0,61.1,57.0,4.75,4.78,2.97
30449,0.38,4,4,2.5,59.3,59.0,4.74,4.71,2.8
30450,0.3,4,4,2.0,58.8,60.0,4.39,4.35,2.57
30451,0.71,3,3,1.5,63.2,58.0,5.63,5.67,3.57
30452,0.33,4,3,2.5,62.3,58.0,4.38,4.41,2.74
30453,1.03,3,7,2.0,62.5,59.0,6.45,6.48,4.04
30454,0.31,2,6,2.0,63.9,56.0,4.27,4.31,2.74
30455,0.58,5,7,2.5,60.8,57.0,5.4,5.42,3.29
30456,0.4,5,7,3.5,61.3,56.0,4.75,4.78,2.92
30457,0.74,2,5,1.5,59.3,61.0,5.87,5.97,3.51
30458,1.51,3,2,4.0,63.0,59.0,7.24,7.3,4.58
30459,0.76,4,5,1.5,62.3,55.0,5.88,5.84,3.65
30460,1.02,3,3,2.5,63.3,55.0,6.4,6.33,4.03
30461,0.42,5,3,4.0,62.4,55.0,4.8,4.79,2.99
30462,0.51,2,1,2.0,63.9,55.0,5.01,4.97,3.19
30463,0.97,2,1,2.5,60.0,56.0,6.4,6.46,3.86
30464,1.03,4,5,3.0,61.8,59.0,6.46,6.48,4.0
30465,0.45,4,7,3.0,60.6,59.0,4.98,4.96,3.01
30466,0.77,5,5,2.0,61.4,55.0,5.93,5.95,3.65
30467,0.24,3,5,5.0,60.0,57.0,4.07,4.1,2.45
30468,0.72,5,4,2.0,61.4,54.0,5.79,5.81,3.56
30469,0.7,4,6,2.5,60.8,58.0,5.7,5.74,3.48
30470,1.05,1,5,2.0,64.6,57.0,6.39,6.33,4.11
